1.102388070333056567e-11,1.276223917671769777e-11
1.766206829926888736e-11,7.167332426985924236e-12
6.194441604501477436e-12,4.194121052771910208e-12
2.667178293221667035e-12,1.741933325416177276e-11
3.491059451453042060e-12,1.644862398301062719e-11
3.227092797780267426e-12,7.770594869575035613e-12
2.734669858231841360e-12,1.358930854799592066e-11
1.354145668047484436e-11,1.514743195969170337e-11
1.263372908784662948e-11,9.837486336816787816e-12
1.477172018782704744e-11,8.909907781974653514e-12
1.175836748928834497e-11,1.470081900389327357e-11
1.087394243391516261e-11,1.704574507319029253e-11
1.657174172472314694e-11,8.751493915568597471e-12
8.369879932418551787e-12,1.165301221591639801e-11
5.210586412180846683e-12,6.333806237357364959e-12
5.946380374827988203e-12,1.742762513133985769e-11
1.275545611129251829e-11,8.304331142669771662e-12
1.404795941963637504e-11,8.579088196537904735e-12
1.033728724391354800e-11,6.629801189115580835e-12
1.738030276527776191e-11,1.282543608011368596e-11
1.785209089032997453e-11,6.090056110800671916e-12
1.243799929029947495e-11,9.220445322156389821e-12
8.818715644196807908e-12,6.226747647444945469e-12
1.069057565933370750e-11,3.757491418804766574e-12
1.183368355809798485e-11,1.472239616138121092e-11
1.657582592396111218e-11,1.008323692569708142e-11
6.528418290230270348e-12,1.570291956079197185e-11
1.674412855678849886e-11,1.416828588524619380e-11
7.076998848319156856e-12,8.339748135837729685e-12
7.766127151863180425e-12,2.576510053315301447e-12
1.530990787776927723e-11,3.998320598665058743e-12
1.282662901179588641e-11,8.824298019625672197e-12
1.429987003292646160e-11,1.217384396009487101e-11
1.050130688954234572e-11,9.347854499585547950e-12
1.295271421088502563e-11,1.609072992199876255e-11
1.018129964911331857e-11,1.653693141995578832e-11
1.084494840882643076e-11,6.715891098483742598e-12
2.560001083028049784e-12,9.108819964888790914e-12
1.675967135241540110e-11,1.731073413009185814e-11
1.635455472245183006e-11,9.507933101712718283e-12
1.754496465575981678e-11,1.492103138802874116e-11
3.471160906550540649e-12,1.706739786735126135e-11
3.020550505496837288e-12,1.385169721678338642e-11
8.005370205385622276e-12,1.775025053584802311e-11
1.333076127509874304e-11,5.787155000910582160e-12
1.659010503586537867e-11,1.234602582527016380e-11
1.164262201047508193e-11,3.948679860445299529e-12
1.720402669943375354e-11,1.143163593992057526e-11
1.246579707854398544e-11,1.113283088874274763e-11
4.571324886392117936e-12,1.027480968517660651e-11
4.552754193198096210e-12,3.823455457041053206e-12
1.070152243729035295e-11,1.144681667448627398e-11
1.299213824186959189e-11,1.358526157517317066e-11
6.906644482369587449e-12,3.099896061264738130e-12
3.419764446883684390e-12,1.293054179462839753e-11
1.655161268828459972e-11,4.099383631585341891e-12
8.016229337319030092e-12,1.656544971238643280e-11
7.457395910501668736e-12,1.637348436699494339e-11
6.472428301227488315e-12,1.548191968049105608e-11
1.676586318205285333e-11,1.023542666288220372e-11
7.380041579691372843e-12,1.767782878099599488e-11
5.257045358858506838e-12,2.531631138658511319e-12
1.407475592621745897e-11,1.099109367260742478e-11
1.110419402053646482e-11,4.878459427388744397e-12
1.338055870616332531e-11,1.590420064348853236e-11
1.499070388765423945e-11,9.376812601349169741e-12
1.774988401104892062e-11,7.621774142991625138e-12
1.158608252110137831e-11,9.559631150049741492e-12
1.636235063579302800e-11,1.286827876356853263e-11
3.724018525696225235e-12,1.428974040551357266e-11
1.594623059706900419e-11,1.073476038059971751e-11
1.529962563407721287e-11,1.773614067623444830e-11
1.123020801045156287e-11,1.657215675055034338e-11
1.683938015834067474e-11,1.031246978726112965e-11
1.104233233011602282e-11,1.440885868123895292e-11
6.595824700760296464e-12,1.163758616238130776e-11
6.115356447820479531e-12,5.258698982584800328e-12
1.026796746529121886e-11,9.078760538767835121e-12
1.383691124186429717e-11,3.458112471389387634e-12
6.385504557624032834e-12,1.664443109118547839e-11
1.709231954062067876e-11,1.660006197186859852e-11
2.751202242580866752e-12,5.503142295256774338e-12
6.832966961365186937e-12,2.450151222413530944e-12
1.461849899999109144e-11,1.225558972386540479e-11
1.560584799665319397e-11,8.831016070017467305e-12
3.598677961494810973e-12,6.233398896614797923e-12
9.702902508795516076e-12,1.676478205544652384e-11
1.792645135268338500e-11,9.950708444438008914e-12
1.129298408459884792e-11,1.072570645751045697e-11
1.612984013962803071e-11,1.252819140974545641e-11
1.275374117865727731e-11,3.466819618062038112e-12
5.845428007317162272e-12,7.065134519198824434e-12
1.567902576747945650e-11,1.788846921423892304e-11
6.457791401559342176e-12,8.893028820684764192e-12
5.668020657037555198e-12,4.601009474559931938e-12
1.785320640414341348e-11,1.165944996371035299e-11
5.286202272812946914e-12,3.515625823582238732e-12
1.697057683866471348e-11,1.085442339204298866e-11
1.108273988909602967e-11,8.500215548325330602e-12
1.555902074874707109e-11,9.609269583911007183e-12
2.749855246777180178e-12,1.129301290726375227e-11
1.657623326094312876e-11,1.661503813717089398e-11
5.366470110392594132e-12,2.586005290194298820e-12
8.977149690874042853e-12,8.002060899757344112e-12
7.792320085257206510e-12,1.732962313712963555e-11
1.674178468581221880e-11,1.619205813317115111e-11
1.435498107949684432e-11,1.677866138341431657e-11
1.324275725483351968e-11,4.268405536102603799e-12
1.117973180039454323e-11,2.106628878689107633e-12
7.623807085651817938e-12,4.690040156975279035e-12
9.083656973049019764e-12,4.916085686046345832e-12
8.129284330926012324e-12,4.247429748273903540e-12
3.890708805572572204e-12,1.143806918494639680e-11
1.685100962129011989e-11,1.762492605309721124e-11
4.884333005774980596e-12,6.029308070340604280e-12
2.252437970951516847e-12,5.551753685489409239e-12
4.460716903075763094e-12,1.558966362099637163e-11
1.104549449710708787e-11,1.403423835565330576e-11
1.587183678423133292e-11,1.082546427389065976e-11
1.075924334245325607e-11,8.853066279616271068e-12
1.726029643418152651e-11,1.056784666757213030e-11
1.049156926194699894e-11,1.086939088639616433e-11
6.952351226431751349e-12,1.274558389109341326e-11
6.112480024020907179e-12,1.007352785840453929e-11
1.526341532057985430e-11,1.238099623383830620e-11
3.428535589236137124e-12,1.047400076723472451e-11
6.460555885793277735e-12,1.549428108036342607e-11
1.453993234151084608e-11,1.038739115751658426e-11
1.337738617094036479e-11,5.918539628491632892e-12
