1.558928885767185083e-11,8.010420278273006128e-12
1.643826279531657352e-11,1.702792181580017786e-11
5.521369523808693975e-12,4.623421602499368446e-12
4.858870658210836136e-12,1.276056712519870588e-11
1.604169574583576132e-11,5.645018613079066939e-12
9.559714827091046172e-12,5.229184139343719048e-12
3.117381504558126914e-12,1.717915231067428848e-11
2.976703290440544994e-12,9.557044764281010494e-12
8.630442998332053952e-12,4.167801325631713986e-12
6.379048565788403558e-12,2.551793101485333801e-12
1.574181657926132887e-11,1.689033915407061034e-11
8.532669573622606136e-12,1.335710105911869842e-11
8.080545866604346577e-12,1.655562810336647517e-11
1.137472384345415956e-11,3.837497996308139256e-12
1.620250642692996560e-11,5.743180121770439544e-12
1.531611123125505432e-11,1.125591518558140911e-11
4.227614591877878655e-12,6.899433445070329280e-12
2.985146061529839327e-12,1.198929595788448315e-11
4.026118091730353438e-12,3.868979259555887614e-12
8.795112828567347342e-12,1.347125933760024407e-11
1.280101985549284866e-11,1.194823868527403237e-11
5.873337884880177318e-12,4.603151992682746744e-12
9.541281183431029290e-12,6.328103190731905208e-12
1.105839853789501608e-11,1.402824712125455616e-11
1.019316271396585826e-11,1.772697136029226052e-11
1.732443333591111068e-11,1.195524513686901184e-11
1.199315730837030102e-11,1.679552695579258173e-11
4.415100908127929360e-12,7.079410737045989364e-12
1.451908075744811316e-11,8.527945634782287327e-12
3.429032374753690553e-12,1.408373161997056693e-11
4.845532594039873830e-12,4.298105023726799911e-12
4.461789415537376694e-12,1.168378811619496325e-11
1.496130092301365804e-11,1.671053652740733309e-11
9.122489781766217966e-12,1.738290648141477341e-11
1.407345801853078983e-11,3.998233024933101918e-12
5.887078272389526440e-12,9.345748010079000170e-12
1.433316279528041185e-11,1.375358084359526182e-11
5.140778896058667754e-12,1.677795333285926869e-11
1.764869505922649825e-11,1.639187908741333557e-11
8.139463207275382223e-12,7.856232521254122069e-12
1.422923305117817872e-11,1.147899924811685167e-11
4.189396237178172367e-12,1.676160192609471082e-11
1.533965879846159815e-11,6.997426910433354507e-12
1.192751567493723846e-11,6.713655415023497089e-12
6.582315451633194172e-12,1.776673029845163415e-11
1.629088134848093705e-11,3.601096534073574852e-12
1.762217077082659256e-11,9.464347116862843482e-12
1.117783140478378000e-11,1.682326355468460652e-11
1.215881234809600563e-11,2.126406175256027583e-12
1.563028248514534207e-11,3.325615177464974963e-12
7.168543520128586842e-12,1.412142089294739341e-11
1.350533666498422490e-11,5.316888361013607169e-12
3.071748268649885824e-12,3.164279468097179427e-12
